utterance_str	utterance_lst	orig_utterance_str	orig_utterance_lst
man drank girl pizza	['man', 'drank', 'girl', 'pizza']	man gave girl pizza	['man', 'gave', 'girl', 'pizza']
man borrowed girl pizza	['man', 'borrowed', 'girl', 'pizza']	man gave girl pizza	['man', 'gave', 'girl', 'pizza']
man ate girl pizza	['man', 'ate', 'girl', 'pizza']	man gave girl pizza	['man', 'gave', 'girl', 'pizza']
man took girl coffee	['man', 'took', 'girl', 'coffee']	man gave girl coffee	['man', 'gave', 'girl', 'coffee']
man drank girl coffee	['man', 'drank', 'girl', 'coffee']	man gave girl coffee	['man', 'gave', 'girl', 'coffee']
man borrowed girl coffee	['man', 'borrowed', 'girl', 'coffee']	man gave girl coffee	['man', 'gave', 'girl', 'coffee']
man ate girl coffee	['man', 'ate', 'girl', 'coffee']	man gave girl coffee	['man', 'gave', 'girl', 'coffee']
man took girl tea	['man', 'took', 'girl', 'tea']	man gave girl tea	['man', 'gave', 'girl', 'tea']
man drank girl tea	['man', 'drank', 'girl', 'tea']	man gave girl tea	['man', 'gave', 'girl', 'tea']
man borrowed girl tea	['man', 'borrowed', 'girl', 'tea']	man gave girl tea	['man', 'gave', 'girl', 'tea']
man ate girl tea	['man', 'ate', 'girl', 'tea']	man gave girl tea	['man', 'gave', 'girl', 'tea']
man took girl soup	['man', 'took', 'girl', 'soup']	man gave girl soup	['man', 'gave', 'girl', 'soup']
man drank girl soup	['man', 'drank', 'girl', 'soup']	man gave girl soup	['man', 'gave', 'girl', 'soup']
man borrowed girl soup	['man', 'borrowed', 'girl', 'soup']	man gave girl soup	['man', 'gave', 'girl', 'soup']
man ate girl soup	['man', 'ate', 'girl', 'soup']	man gave girl soup	['man', 'gave', 'girl', 'soup']
man took girl sugar	['man', 'took', 'girl', 'sugar']	man gave girl sugar	['man', 'gave', 'girl', 'sugar']
man drank girl sugar	['man', 'drank', 'girl', 'sugar']	man gave girl sugar	['man', 'gave', 'girl', 'sugar']
man borrowed girl sugar	['man', 'borrowed', 'girl', 'sugar']	man gave girl sugar	['man', 'gave', 'girl', 'sugar']
man ate girl sugar	['man', 'ate', 'girl', 'sugar']	man gave girl sugar	['man', 'gave', 'girl', 'sugar']
man took girl book	['man', 'took', 'girl', 'book']	man gave girl book	['man', 'gave', 'girl', 'book']
man drank girl book	['man', 'drank', 'girl', 'book']	man gave girl book	['man', 'gave', 'girl', 'book']
man borrowed girl book	['man', 'borrowed', 'girl', 'book']	man gave girl book	['man', 'gave', 'girl', 'book']
man ate girl book	['man', 'ate', 'girl', 'book']	man gave girl book	['man', 'gave', 'girl', 'book']
man took girl letter	['man', 'took', 'girl', 'letter']	man gave girl letter	['man', 'gave', 'girl', 'letter']
man drank girl letter	['man', 'drank', 'girl', 'letter']	man gave girl letter	['man', 'gave', 'girl', 'letter']
man borrowed girl letter	['man', 'borrowed', 'girl', 'letter']	man gave girl letter	['man', 'gave', 'girl', 'letter']
man ate girl letter	['man', 'ate', 'girl', 'letter']	man gave girl letter	['man', 'gave', 'girl', 'letter']
man took girl package	['man', 'took', 'girl', 'package']	man gave girl package	['man', 'gave', 'girl', 'package']
man drank girl package	['man', 'drank', 'girl', 'package']	man gave girl package	['man', 'gave', 'girl', 'package']
man borrowed girl package	['man', 'borrowed', 'girl', 'package']	man gave girl package	['man', 'gave', 'girl', 'package']
man ate girl package	['man', 'ate', 'girl', 'package']	man gave girl package	['man', 'gave', 'girl', 'package']
man took girl gift	['man', 'took', 'girl', 'gift']	man gave girl gift	['man', 'gave', 'girl', 'gift']
man drank girl gift	['man', 'drank', 'girl', 'gift']	man gave girl gift	['man', 'gave', 'girl', 'gift']
man borrowed girl gift	['man', 'borrowed', 'girl', 'gift']	man gave girl gift	['man', 'gave', 'girl', 'gift']
man ate girl gift	['man', 'ate', 'girl', 'gift']	man gave girl gift	['man', 'gave', 'girl', 'gift']
woman took man eggs	['woman', 'took', 'man', 'eggs']	woman gave man eggs	['woman', 'gave', 'man', 'eggs']
woman drank man eggs	['woman', 'drank', 'man', 'eggs']	woman gave man eggs	['woman', 'gave', 'man', 'eggs']
woman borrowed man eggs	['woman', 'borrowed', 'man', 'eggs']	woman gave man eggs	['woman', 'gave', 'man', 'eggs']
woman ate man eggs	['woman', 'ate', 'man', 'eggs']	woman gave man eggs	['woman', 'gave', 'man', 'eggs']
woman took man toast	['woman', 'took', 'man', 'toast']	woman gave man toast	['woman', 'gave', 'man', 'toast']
woman drank man toast	['woman', 'drank', 'man', 'toast']	woman gave man toast	['woman', 'gave', 'man', 'toast']
woman borrowed man toast	['woman', 'borrowed', 'man', 'toast']	woman gave man toast	['woman', 'gave', 'man', 'toast']
woman ate man toast	['woman', 'ate', 'man', 'toast']	woman gave man toast	['woman', 'gave', 'man', 'toast']
woman took man pizza	['woman', 'took', 'man', 'pizza']	woman gave man pizza	['woman', 'gave', 'man', 'pizza']
woman drank man pizza	['woman', 'drank', 'man', 'pizza']	woman gave man pizza	['woman', 'gave', 'man', 'pizza']
woman borrowed man pizza	['woman', 'borrowed', 'man', 'pizza']	woman gave man pizza	['woman', 'gave', 'man', 'pizza']
woman ate man pizza	['woman', 'ate', 'man', 'pizza']	woman gave man pizza	['woman', 'gave', 'man', 'pizza']
woman took man coffee	['woman', 'took', 'man', 'coffee']	woman gave man coffee	['woman', 'gave', 'man', 'coffee']
woman drank man coffee	['woman', 'drank', 'man', 'coffee']	woman gave man coffee	['woman', 'gave', 'man', 'coffee']
woman borrowed man coffee	['woman', 'borrowed', 'man', 'coffee']	woman gave man coffee	['woman', 'gave', 'man', 'coffee']
woman ate man coffee	['woman', 'ate', 'man', 'coffee']	woman gave man coffee	['woman', 'gave', 'man', 'coffee']
woman took man tea	['woman', 'took', 'man', 'tea']	woman gave man tea	['woman', 'gave', 'man', 'tea']
woman drank man tea	['woman', 'drank', 'man', 'tea']	woman gave man tea	['woman', 'gave', 'man', 'tea']
woman borrowed man tea	['woman', 'borrowed', 'man', 'tea']	woman gave man tea	['woman', 'gave', 'man', 'tea']
woman ate man tea	['woman', 'ate', 'man', 'tea']	woman gave man tea	['woman', 'gave', 'man', 'tea']
woman took man soup	['woman', 'took', 'man', 'soup']	woman gave man soup	['woman', 'gave', 'man', 'soup']
woman drank man soup	['woman', 'drank', 'man', 'soup']	woman gave man soup	['woman', 'gave', 'man', 'soup']
woman borrowed man soup	['woman', 'borrowed', 'man', 'soup']	woman gave man soup	['woman', 'gave', 'man', 'soup']
woman ate man soup	['woman', 'ate', 'man', 'soup']	woman gave man soup	['woman', 'gave', 'man', 'soup']
woman took man sugar	['woman', 'took', 'man', 'sugar']	woman gave man sugar	['woman', 'gave', 'man', 'sugar']
woman drank man sugar	['woman', 'drank', 'man', 'sugar']	woman gave man sugar	['woman', 'gave', 'man', 'sugar']
woman borrowed man sugar	['woman', 'borrowed', 'man', 'sugar']	woman gave man sugar	['woman', 'gave', 'man', 'sugar']
woman ate man sugar	['woman', 'ate', 'man', 'sugar']	woman gave man sugar	['woman', 'gave', 'man', 'sugar']
woman took man book	['woman', 'took', 'man', 'book']	woman gave man book	['woman', 'gave', 'man', 'book']
woman drank man book	['woman', 'drank', 'man', 'book']	woman gave man book	['woman', 'gave', 'man', 'book']
woman borrowed man book	['woman', 'borrowed', 'man', 'book']	woman gave man book	['woman', 'gave', 'man', 'book']
woman ate man book	['woman', 'ate', 'man', 'book']	woman gave man book	['woman', 'gave', 'man', 'book']
woman took man letter	['woman', 'took', 'man', 'letter']	woman gave man letter	['woman', 'gave', 'man', 'letter']
woman drank man letter	['woman', 'drank', 'man', 'letter']	woman gave man letter	['woman', 'gave', 'man', 'letter']
woman borrowed man letter	['woman', 'borrowed', 'man', 'letter']	woman gave man letter	['woman', 'gave', 'man', 'letter']
woman ate man letter	['woman', 'ate', 'man', 'letter']	woman gave man letter	['woman', 'gave', 'man', 'letter']
woman took man package	['woman', 'took', 'man', 'package']	woman gave man package	['woman', 'gave', 'man', 'package']
woman drank man package	['woman', 'drank', 'man', 'package']	woman gave man package	['woman', 'gave', 'man', 'package']
woman borrowed man package	['woman', 'borrowed', 'man', 'package']	woman gave man package	['woman', 'gave', 'man', 'package']
woman ate man package	['woman', 'ate', 'man', 'package']	woman gave man package	['woman', 'gave', 'man', 'package']
woman took man gift	['woman', 'took', 'man', 'gift']	woman gave man gift	['woman', 'gave', 'man', 'gift']
woman drank man gift	['woman', 'drank', 'man', 'gift']	woman gave man gift	['woman', 'gave', 'man', 'gift']
woman borrowed man gift	['woman', 'borrowed', 'man', 'gift']	woman gave man gift	['woman', 'gave', 'man', 'gift']
woman ate man gift	['woman', 'ate', 'man', 'gift']	woman gave man gift	['woman', 'gave', 'man', 'gift']
woman took woman eggs	['woman', 'took', 'woman', 'eggs']	woman gave woman eggs	['woman', 'gave', 'woman', 'eggs']
woman drank woman eggs	['woman', 'drank', 'woman', 'eggs']	woman gave woman eggs	['woman', 'gave', 'woman', 'eggs']
woman borrowed woman eggs	['woman', 'borrowed', 'woman', 'eggs']	woman gave woman eggs	['woman', 'gave', 'woman', 'eggs']
woman ate woman eggs	['woman', 'ate', 'woman', 'eggs']	woman gave woman eggs	['woman', 'gave', 'woman', 'eggs']
woman took woman toast	['woman', 'took', 'woman', 'toast']	woman gave woman toast	['woman', 'gave', 'woman', 'toast']
woman drank woman toast	['woman', 'drank', 'woman', 'toast']	woman gave woman toast	['woman', 'gave', 'woman', 'toast']
woman borrowed woman toast	['woman', 'borrowed', 'woman', 'toast']	woman gave woman toast	['woman', 'gave', 'woman', 'toast']
woman ate woman toast	['woman', 'ate', 'woman', 'toast']	woman gave woman toast	['woman', 'gave', 'woman', 'toast']
woman took woman pizza	['woman', 'took', 'woman', 'pizza']	woman gave woman pizza	['woman', 'gave', 'woman', 'pizza']
woman drank woman pizza	['woman', 'drank', 'woman', 'pizza']	woman gave woman pizza	['woman', 'gave', 'woman', 'pizza']
woman borrowed woman pizza	['woman', 'borrowed', 'woman', 'pizza']	woman gave woman pizza	['woman', 'gave', 'woman', 'pizza']
woman ate woman pizza	['woman', 'ate', 'woman', 'pizza']	woman gave woman pizza	['woman', 'gave', 'woman', 'pizza']
woman took woman coffee	['woman', 'took', 'woman', 'coffee']	woman gave woman coffee	['woman', 'gave', 'woman', 'coffee']
woman drank woman coffee	['woman', 'drank', 'woman', 'coffee']	woman gave woman coffee	['woman', 'gave', 'woman', 'coffee']
woman borrowed woman coffee	['woman', 'borrowed', 'woman', 'coffee']	woman gave woman coffee	['woman', 'gave', 'woman', 'coffee']
woman ate woman coffee	['woman', 'ate', 'woman', 'coffee']	woman gave woman coffee	['woman', 'gave', 'woman', 'coffee']
woman took woman tea	['woman', 'took', 'woman', 'tea']	woman gave woman tea	['woman', 'gave', 'woman', 'tea']
woman drank woman tea	['woman', 'drank', 'woman', 'tea']	woman gave woman tea	['woman', 'gave', 'woman', 'tea']
woman borrowed woman tea	['woman', 'borrowed', 'woman', 'tea']	woman gave woman tea	['woman', 'gave', 'woman', 'tea']
woman ate woman tea	['woman', 'ate', 'woman', 'tea']	woman gave woman tea	['woman', 'gave', 'woman', 'tea']
woman took woman soup	['woman', 'took', 'woman', 'soup']	woman gave woman soup	['woman', 'gave', 'woman', 'soup']
woman drank woman soup	['woman', 'drank', 'woman', 'soup']	woman gave woman soup	['woman', 'gave', 'woman', 'soup']
woman borrowed woman soup	['woman', 'borrowed', 'woman', 'soup']	woman gave woman soup	['woman', 'gave', 'woman', 'soup']
woman ate woman soup	['woman', 'ate', 'woman', 'soup']	woman gave woman soup	['woman', 'gave', 'woman', 'soup']
woman took woman sugar	['woman', 'took', 'woman', 'sugar']	woman gave woman sugar	['woman', 'gave', 'woman', 'sugar']
woman drank woman sugar	['woman', 'drank', 'woman', 'sugar']	woman gave woman sugar	['woman', 'gave', 'woman', 'sugar']
woman borrowed woman sugar	['woman', 'borrowed', 'woman', 'sugar']	woman gave woman sugar	['woman', 'gave', 'woman', 'sugar']
woman ate woman sugar	['woman', 'ate', 'woman', 'sugar']	woman gave woman sugar	['woman', 'gave', 'woman', 'sugar']
woman took woman book	['woman', 'took', 'woman', 'book']	woman gave woman book	['woman', 'gave', 'woman', 'book']
woman drank woman book	['woman', 'drank', 'woman', 'book']	woman gave woman book	['woman', 'gave', 'woman', 'book']
woman borrowed woman book	['woman', 'borrowed', 'woman', 'book']	woman gave woman book	['woman', 'gave', 'woman', 'book']
woman ate woman book	['woman', 'ate', 'woman', 'book']	woman gave woman book	['woman', 'gave', 'woman', 'book']
woman took woman letter	['woman', 'took', 'woman', 'letter']	woman gave woman letter	['woman', 'gave', 'woman', 'letter']
woman drank woman letter	['woman', 'drank', 'woman', 'letter']	woman gave woman letter	['woman', 'gave', 'woman', 'letter']
woman borrowed woman letter	['woman', 'borrowed', 'woman', 'letter']	woman gave woman letter	['woman', 'gave', 'woman', 'letter']
woman ate woman letter	['woman', 'ate', 'woman', 'letter']	woman gave woman letter	['woman', 'gave', 'woman', 'letter']
woman took woman package	['woman', 'took', 'woman', 'package']	woman gave woman package	['woman', 'gave', 'woman', 'package']
woman drank woman package	['woman', 'drank', 'woman', 'package']	woman gave woman package	['woman', 'gave', 'woman', 'package']
woman borrowed woman package	['woman', 'borrowed', 'woman', 'package']	woman gave woman package	['woman', 'gave', 'woman', 'package']
woman ate woman package	['woman', 'ate', 'woman', 'package']	woman gave woman package	['woman', 'gave', 'woman', 'package']
woman took woman gift	['woman', 'took', 'woman', 'gift']	woman gave woman gift	['woman', 'gave', 'woman', 'gift']
woman drank woman gift	['woman', 'drank', 'woman', 'gift']	woman gave woman gift	['woman', 'gave', 'woman', 'gift']
woman borrowed woman gift	['woman', 'borrowed', 'woman', 'gift']	woman gave woman gift	['woman', 'gave', 'woman', 'gift']
woman ate woman gift	['woman', 'ate', 'woman', 'gift']	woman gave woman gift	['woman', 'gave', 'woman', 'gift']
woman took boy eggs	['woman', 'took', 'boy', 'eggs']	woman gave boy eggs	['woman', 'gave', 'boy', 'eggs']
woman drank boy eggs	['woman', 'drank', 'boy', 'eggs']	woman gave boy eggs	['woman', 'gave', 'boy', 'eggs']
woman borrowed boy eggs	['woman', 'borrowed', 'boy', 'eggs']	woman gave boy eggs	['woman', 'gave', 'boy', 'eggs']
woman ate boy eggs	['woman', 'ate', 'boy', 'eggs']	woman gave boy eggs	['woman', 'gave', 'boy', 'eggs']
woman took boy toast	['woman', 'took', 'boy', 'toast']	woman gave boy toast	['woman', 'gave', 'boy', 'toast']
woman drank boy toast	['woman', 'drank', 'boy', 'toast']	woman gave boy toast	['woman', 'gave', 'boy', 'toast']
woman borrowed boy toast	['woman', 'borrowed', 'boy', 'toast']	woman gave boy toast	['woman', 'gave', 'boy', 'toast']
woman ate boy toast	['woman', 'ate', 'boy', 'toast']	woman gave boy toast	['woman', 'gave', 'boy', 'toast']
woman took boy pizza	['woman', 'took', 'boy', 'pizza']	woman gave boy pizza	['woman', 'gave', 'boy', 'pizza']
woman drank boy pizza	['woman', 'drank', 'boy', 'pizza']	woman gave boy pizza	['woman', 'gave', 'boy', 'pizza']
woman borrowed boy pizza	['woman', 'borrowed', 'boy', 'pizza']	woman gave boy pizza	['woman', 'gave', 'boy', 'pizza']
woman ate boy pizza	['woman', 'ate', 'boy', 'pizza']	woman gave boy pizza	['woman', 'gave', 'boy', 'pizza']
woman took boy coffee	['woman', 'took', 'boy', 'coffee']	woman gave boy coffee	['woman', 'gave', 'boy', 'coffee']
woman drank boy coffee	['woman', 'drank', 'boy', 'coffee']	woman gave boy coffee	['woman', 'gave', 'boy', 'coffee']
woman borrowed boy coffee	['woman', 'borrowed', 'boy', 'coffee']	woman gave boy coffee	['woman', 'gave', 'boy', 'coffee']
woman ate boy coffee	['woman', 'ate', 'boy', 'coffee']	woman gave boy coffee	['woman', 'gave', 'boy', 'coffee']
woman took boy tea	['woman', 'took', 'boy', 'tea']	woman gave boy tea	['woman', 'gave', 'boy', 'tea']
woman drank boy tea	['woman', 'drank', 'boy', 'tea']	woman gave boy tea	['woman', 'gave', 'boy', 'tea']
woman borrowed boy tea	['woman', 'borrowed', 'boy', 'tea']	woman gave boy tea	['woman', 'gave', 'boy', 'tea']
woman ate boy tea	['woman', 'ate', 'boy', 'tea']	woman gave boy tea	['woman', 'gave', 'boy', 'tea']
woman took boy soup	['woman', 'took', 'boy', 'soup']	woman gave boy soup	['woman', 'gave', 'boy', 'soup']
woman drank boy soup	['woman', 'drank', 'boy', 'soup']	woman gave boy soup	['woman', 'gave', 'boy', 'soup']
woman borrowed boy soup	['woman', 'borrowed', 'boy', 'soup']	woman gave boy soup	['woman', 'gave', 'boy', 'soup']
woman ate boy soup	['woman', 'ate', 'boy', 'soup']	woman gave boy soup	['woman', 'gave', 'boy', 'soup']
woman took boy sugar	['woman', 'took', 'boy', 'sugar']	woman gave boy sugar	['woman', 'gave', 'boy', 'sugar']
woman drank boy sugar	['woman', 'drank', 'boy', 'sugar']	woman gave boy sugar	['woman', 'gave', 'boy', 'sugar']
woman borrowed boy sugar	['woman', 'borrowed', 'boy', 'sugar']	woman gave boy sugar	['woman', 'gave', 'boy', 'sugar']
woman ate boy sugar	['woman', 'ate', 'boy', 'sugar']	woman gave boy sugar	['woman', 'gave', 'boy', 'sugar']
woman took boy book	['woman', 'took', 'boy', 'book']	woman gave boy book	['woman', 'gave', 'boy', 'book']
woman drank boy book	['woman', 'drank', 'boy', 'book']	woman gave boy book	['woman', 'gave', 'boy', 'book']
woman borrowed boy book	['woman', 'borrowed', 'boy', 'book']	woman gave boy book	['woman', 'gave', 'boy', 'book']
woman ate boy book	['woman', 'ate', 'boy', 'book']	woman gave boy book	['woman', 'gave', 'boy', 'book']
woman took boy letter	['woman', 'took', 'boy', 'letter']	woman gave boy letter	['woman', 'gave', 'boy', 'letter']
woman drank boy letter	['woman', 'drank', 'boy', 'letter']	woman gave boy letter	['woman', 'gave', 'boy', 'letter']
woman borrowed boy letter	['woman', 'borrowed', 'boy', 'letter']	woman gave boy letter	['woman', 'gave', 'boy', 'letter']
woman ate boy letter	['woman', 'ate', 'boy', 'letter']	woman gave boy letter	['woman', 'gave', 'boy', 'letter']
woman took boy package	['woman', 'took', 'boy', 'package']	woman gave boy package	['woman', 'gave', 'boy', 'package']
woman drank boy package	['woman', 'drank', 'boy', 'package']	woman gave boy package	['woman', 'gave', 'boy', 'package']
woman borrowed boy package	['woman', 'borrowed', 'boy', 'package']	woman gave boy package	['woman', 'gave', 'boy', 'package']
woman ate boy package	['woman', 'ate', 'boy', 'package']	woman gave boy package	['woman', 'gave', 'boy', 'package']
woman took boy gift	['woman', 'took', 'boy', 'gift']	woman gave boy gift	['woman', 'gave', 'boy', 'gift']
woman drank boy gift	['woman', 'drank', 'boy', 'gift']	woman gave boy gift	['woman', 'gave', 'boy', 'gift']
woman borrowed boy gift	['woman', 'borrowed', 'boy', 'gift']	woman gave boy gift	['woman', 'gave', 'boy', 'gift']
woman ate boy gift	['woman', 'ate', 'boy', 'gift']	woman gave boy gift	['woman', 'gave', 'boy', 'gift']
woman took girl eggs	['woman', 'took', 'girl', 'eggs']	woman gave girl eggs	['woman', 'gave', 'girl', 'eggs']
woman drank girl eggs	['woman', 'drank', 'girl', 'eggs']	woman gave girl eggs	['woman', 'gave', 'girl', 'eggs']
woman borrowed girl eggs	['woman', 'borrowed', 'girl', 'eggs']	woman gave girl eggs	['woman', 'gave', 'girl', 'eggs']
woman ate girl eggs	['woman', 'ate', 'girl', 'eggs']	woman gave girl eggs	['woman', 'gave', 'girl', 'eggs']
woman took girl toast	['woman', 'took', 'girl', 'toast']	woman gave girl toast	['woman', 'gave', 'girl', 'toast']
woman drank girl toast	['woman', 'drank', 'girl', 'toast']	woman gave girl toast	['woman', 'gave', 'girl', 'toast']
woman borrowed girl toast	['woman', 'borrowed', 'girl', 'toast']	woman gave girl toast	['woman', 'gave', 'girl', 'toast']
woman ate girl toast	['woman', 'ate', 'girl', 'toast']	woman gave girl toast	['woman', 'gave', 'girl', 'toast']
woman took girl pizza	['woman', 'took', 'girl', 'pizza']	woman gave girl pizza	['woman', 'gave', 'girl', 'pizza']
woman drank girl pizza	['woman', 'drank', 'girl', 'pizza']	woman gave girl pizza	['woman', 'gave', 'girl', 'pizza']
woman borrowed girl pizza	['woman', 'borrowed', 'girl', 'pizza']	woman gave girl pizza	['woman', 'gave', 'girl', 'pizza']
woman ate girl pizza	['woman', 'ate', 'girl', 'pizza']	woman gave girl pizza	['woman', 'gave', 'girl', 'pizza']
woman took girl coffee	['woman', 'took', 'girl', 'coffee']	woman gave girl coffee	['woman', 'gave', 'girl', 'coffee']
woman drank girl coffee	['woman', 'drank', 'girl', 'coffee']	woman gave girl coffee	['woman', 'gave', 'girl', 'coffee']
woman borrowed girl coffee	['woman', 'borrowed', 'girl', 'coffee']	woman gave girl coffee	['woman', 'gave', 'girl', 'coffee']
woman ate girl coffee	['woman', 'ate', 'girl', 'coffee']	woman gave girl coffee	['woman', 'gave', 'girl', 'coffee']
woman took girl tea	['woman', 'took', 'girl', 'tea']	woman gave girl tea	['woman', 'gave', 'girl', 'tea']
woman drank girl tea	['woman', 'drank', 'girl', 'tea']	woman gave girl tea	['woman', 'gave', 'girl', 'tea']
woman borrowed girl tea	['woman', 'borrowed', 'girl', 'tea']	woman gave girl tea	['woman', 'gave', 'girl', 'tea']
woman ate girl tea	['woman', 'ate', 'girl', 'tea']	woman gave girl tea	['woman', 'gave', 'girl', 'tea']
woman took girl soup	['woman', 'took', 'girl', 'soup']	woman gave girl soup	['woman', 'gave', 'girl', 'soup']
woman drank girl soup	['woman', 'drank', 'girl', 'soup']	woman gave girl soup	['woman', 'gave', 'girl', 'soup']
woman borrowed girl soup	['woman', 'borrowed', 'girl', 'soup']	woman gave girl soup	['woman', 'gave', 'girl', 'soup']
woman ate girl soup	['woman', 'ate', 'girl', 'soup']	woman gave girl soup	['woman', 'gave', 'girl', 'soup']
woman took girl sugar	['woman', 'took', 'girl', 'sugar']	woman gave girl sugar	['woman', 'gave', 'girl', 'sugar']
woman drank girl sugar	['woman', 'drank', 'girl', 'sugar']	woman gave girl sugar	['woman', 'gave', 'girl', 'sugar']
woman borrowed girl sugar	['woman', 'borrowed', 'girl', 'sugar']	woman gave girl sugar	['woman', 'gave', 'girl', 'sugar']
woman ate girl sugar	['woman', 'ate', 'girl', 'sugar']	woman gave girl sugar	['woman', 'gave', 'girl', 'sugar']
woman took girl book	['woman', 'took', 'girl', 'book']	woman gave girl book	['woman', 'gave', 'girl', 'book']
woman drank girl book	['woman', 'drank', 'girl', 'book']	woman gave girl book	['woman', 'gave', 'girl', 'book']
woman borrowed girl book	['woman', 'borrowed', 'girl', 'book']	woman gave girl book	['woman', 'gave', 'girl', 'book']
woman ate girl book	['woman', 'ate', 'girl', 'book']	woman gave girl book	['woman', 'gave', 'girl', 'book']
woman took girl letter	['woman', 'took', 'girl', 'letter']	woman gave girl letter	['woman', 'gave', 'girl', 'letter']
woman drank girl letter	['woman', 'drank', 'girl', 'letter']	woman gave girl letter	['woman', 'gave', 'girl', 'letter']
woman borrowed girl letter	['woman', 'borrowed', 'girl', 'letter']	woman gave girl letter	['woman', 'gave', 'girl', 'letter']
woman ate girl letter	['woman', 'ate', 'girl', 'letter']	woman gave girl letter	['woman', 'gave', 'girl', 'letter']
woman took girl package	['woman', 'took', 'girl', 'package']	woman gave girl package	['woman', 'gave', 'girl', 'package']
woman drank girl package	['woman', 'drank', 'girl', 'package']	woman gave girl package	['woman', 'gave', 'girl', 'package']
woman borrowed girl package	['woman', 'borrowed', 'girl', 'package']	woman gave girl package	['woman', 'gave', 'girl', 'package']
woman ate girl package	['woman', 'ate', 'girl', 'package']	woman gave girl package	['woman', 'gave', 'girl', 'package']
woman took girl gift	['woman', 'took', 'girl', 'gift']	woman gave girl gift	['woman', 'gave', 'girl', 'gift']
woman drank girl gift	['woman', 'drank', 'girl', 'gift']	woman gave girl gift	['woman', 'gave', 'girl', 'gift']
woman borrowed girl gift	['woman', 'borrowed', 'girl', 'gift']	woman gave girl gift	['woman', 'gave', 'girl', 'gift']
woman ate girl gift	['woman', 'ate', 'girl', 'gift']	woman gave girl gift	['woman', 'gave', 'girl', 'gift']
boy took man eggs	['boy', 'took', 'man', 'eggs']	boy gave man eggs	['boy', 'gave', 'man', 'eggs']
boy drank man eggs	['boy', 'drank', 'man', 'eggs']	boy gave man eggs	['boy', 'gave', 'man', 'eggs']
boy borrowed man eggs	['boy', 'borrowed', 'man', 'eggs']	boy gave man eggs	['boy', 'gave', 'man', 'eggs']
boy ate man eggs	['boy', 'ate', 'man', 'eggs']	boy gave man eggs	['boy', 'gave', 'man', 'eggs']
boy took man toast	['boy', 'took', 'man', 'toast']	boy gave man toast	['boy', 'gave', 'man', 'toast']
boy drank man toast	['boy', 'drank', 'man', 'toast']	boy gave man toast	['boy', 'gave', 'man', 'toast']
boy borrowed man toast	['boy', 'borrowed', 'man', 'toast']	boy gave man toast	['boy', 'gave', 'man', 'toast']
boy ate man toast	['boy', 'ate', 'man', 'toast']	boy gave man toast	['boy', 'gave', 'man', 'toast']
boy took man pizza	['boy', 'took', 'man', 'pizza']	boy gave man pizza	['boy', 'gave', 'man', 'pizza']
boy drank man pizza	['boy', 'drank', 'man', 'pizza']	boy gave man pizza	['boy', 'gave', 'man', 'pizza']
boy borrowed man pizza	['boy', 'borrowed', 'man', 'pizza']	boy gave man pizza	['boy', 'gave', 'man', 'pizza']
boy ate man pizza	['boy', 'ate', 'man', 'pizza']	boy gave man pizza	['boy', 'gave', 'man', 'pizza']
boy took man coffee	['boy', 'took', 'man', 'coffee']	boy gave man coffee	['boy', 'gave', 'man', 'coffee']
boy drank man coffee	['boy', 'drank', 'man', 'coffee']	boy gave man coffee	['boy', 'gave', 'man', 'coffee']
boy borrowed man coffee	['boy', 'borrowed', 'man', 'coffee']	boy gave man coffee	['boy', 'gave', 'man', 'coffee']
boy ate man coffee	['boy', 'ate', 'man', 'coffee']	boy gave man coffee	['boy', 'gave', 'man', 'coffee']
boy took man tea	['boy', 'took', 'man', 'tea']	boy gave man tea	['boy', 'gave', 'man', 'tea']
boy drank man tea	['boy', 'drank', 'man', 'tea']	boy gave man tea	['boy', 'gave', 'man', 'tea']
boy borrowed man tea	['boy', 'borrowed', 'man', 'tea']	boy gave man tea	['boy', 'gave', 'man', 'tea']
boy ate man tea	['boy', 'ate', 'man', 'tea']	boy gave man tea	['boy', 'gave', 'man', 'tea']
boy took man soup	['boy', 'took', 'man', 'soup']	boy gave man soup	['boy', 'gave', 'man', 'soup']
boy drank man soup	['boy', 'drank', 'man', 'soup']	boy gave man soup	['boy', 'gave', 'man', 'soup']
boy borrowed man soup	['boy', 'borrowed', 'man', 'soup']	boy gave man soup	['boy', 'gave', 'man', 'soup']
boy ate man soup	['boy', 'ate', 'man', 'soup']	boy gave man soup	['boy', 'gave', 'man', 'soup']
boy took man sugar	['boy', 'took', 'man', 'sugar']	boy gave man sugar	['boy', 'gave', 'man', 'sugar']
boy drank man sugar	['boy', 'drank', 'man', 'sugar']	boy gave man sugar	['boy', 'gave', 'man', 'sugar']
boy borrowed man sugar	['boy', 'borrowed', 'man', 'sugar']	boy gave man sugar	['boy', 'gave', 'man', 'sugar']
boy ate man sugar	['boy', 'ate', 'man', 'sugar']	boy gave man sugar	['boy', 'gave', 'man', 'sugar']
boy took man book	['boy', 'took', 'man', 'book']	boy gave man book	['boy', 'gave', 'man', 'book']
boy drank man book	['boy', 'drank', 'man', 'book']	boy gave man book	['boy', 'gave', 'man', 'book']
boy borrowed man book	['boy', 'borrowed', 'man', 'book']	boy gave man book	['boy', 'gave', 'man', 'book']
boy ate man book	['boy', 'ate', 'man', 'book']	boy gave man book	['boy', 'gave', 'man', 'book']
