utterance_str	utterance_lst	orig_utterance_str	orig_utterance_lst
pizza gave boy eggs	['pizza', 'gave', 'boy', 'eggs']	man gave boy eggs	['man', 'gave', 'boy', 'eggs']
coffee gave boy eggs	['coffee', 'gave', 'boy', 'eggs']	man gave boy eggs	['man', 'gave', 'boy', 'eggs']
tea gave boy eggs	['tea', 'gave', 'boy', 'eggs']	man gave boy eggs	['man', 'gave', 'boy', 'eggs']
soup gave boy eggs	['soup', 'gave', 'boy', 'eggs']	man gave boy eggs	['man', 'gave', 'boy', 'eggs']
sugar gave boy eggs	['sugar', 'gave', 'boy', 'eggs']	man gave boy eggs	['man', 'gave', 'boy', 'eggs']
book gave boy eggs	['book', 'gave', 'boy', 'eggs']	man gave boy eggs	['man', 'gave', 'boy', 'eggs']
letter gave boy eggs	['letter', 'gave', 'boy', 'eggs']	man gave boy eggs	['man', 'gave', 'boy', 'eggs']
package gave boy eggs	['package', 'gave', 'boy', 'eggs']	man gave boy eggs	['man', 'gave', 'boy', 'eggs']
gift gave boy eggs	['gift', 'gave', 'boy', 'eggs']	man gave boy eggs	['man', 'gave', 'boy', 'eggs']
eggs gave boy toast	['eggs', 'gave', 'boy', 'toast']	man gave boy toast	['man', 'gave', 'boy', 'toast']
toast gave boy toast	['toast', 'gave', 'boy', 'toast']	man gave boy toast	['man', 'gave', 'boy', 'toast']
pizza gave boy toast	['pizza', 'gave', 'boy', 'toast']	man gave boy toast	['man', 'gave', 'boy', 'toast']
coffee gave boy toast	['coffee', 'gave', 'boy', 'toast']	man gave boy toast	['man', 'gave', 'boy', 'toast']
tea gave boy toast	['tea', 'gave', 'boy', 'toast']	man gave boy toast	['man', 'gave', 'boy', 'toast']
soup gave boy toast	['soup', 'gave', 'boy', 'toast']	man gave boy toast	['man', 'gave', 'boy', 'toast']
sugar gave boy toast	['sugar', 'gave', 'boy', 'toast']	man gave boy toast	['man', 'gave', 'boy', 'toast']
book gave boy toast	['book', 'gave', 'boy', 'toast']	man gave boy toast	['man', 'gave', 'boy', 'toast']
letter gave boy toast	['letter', 'gave', 'boy', 'toast']	man gave boy toast	['man', 'gave', 'boy', 'toast']
package gave boy toast	['package', 'gave', 'boy', 'toast']	man gave boy toast	['man', 'gave', 'boy', 'toast']
gift gave boy toast	['gift', 'gave', 'boy', 'toast']	man gave boy toast	['man', 'gave', 'boy', 'toast']
eggs gave boy pizza	['eggs', 'gave', 'boy', 'pizza']	man gave boy pizza	['man', 'gave', 'boy', 'pizza']
toast gave boy pizza	['toast', 'gave', 'boy', 'pizza']	man gave boy pizza	['man', 'gave', 'boy', 'pizza']
pizza gave boy pizza	['pizza', 'gave', 'boy', 'pizza']	man gave boy pizza	['man', 'gave', 'boy', 'pizza']
coffee gave boy pizza	['coffee', 'gave', 'boy', 'pizza']	man gave boy pizza	['man', 'gave', 'boy', 'pizza']
tea gave boy pizza	['tea', 'gave', 'boy', 'pizza']	man gave boy pizza	['man', 'gave', 'boy', 'pizza']
soup gave boy pizza	['soup', 'gave', 'boy', 'pizza']	man gave boy pizza	['man', 'gave', 'boy', 'pizza']
sugar gave boy pizza	['sugar', 'gave', 'boy', 'pizza']	man gave boy pizza	['man', 'gave', 'boy', 'pizza']
book gave boy pizza	['book', 'gave', 'boy', 'pizza']	man gave boy pizza	['man', 'gave', 'boy', 'pizza']
letter gave boy pizza	['letter', 'gave', 'boy', 'pizza']	man gave boy pizza	['man', 'gave', 'boy', 'pizza']
package gave boy pizza	['package', 'gave', 'boy', 'pizza']	man gave boy pizza	['man', 'gave', 'boy', 'pizza']
gift gave boy pizza	['gift', 'gave', 'boy', 'pizza']	man gave boy pizza	['man', 'gave', 'boy', 'pizza']
eggs gave boy coffee	['eggs', 'gave', 'boy', 'coffee']	man gave boy coffee	['man', 'gave', 'boy', 'coffee']
toast gave boy coffee	['toast', 'gave', 'boy', 'coffee']	man gave boy coffee	['man', 'gave', 'boy', 'coffee']
pizza gave boy coffee	['pizza', 'gave', 'boy', 'coffee']	man gave boy coffee	['man', 'gave', 'boy', 'coffee']
coffee gave boy coffee	['coffee', 'gave', 'boy', 'coffee']	man gave boy coffee	['man', 'gave', 'boy', 'coffee']
tea gave boy coffee	['tea', 'gave', 'boy', 'coffee']	man gave boy coffee	['man', 'gave', 'boy', 'coffee']
soup gave boy coffee	['soup', 'gave', 'boy', 'coffee']	man gave boy coffee	['man', 'gave', 'boy', 'coffee']
sugar gave boy coffee	['sugar', 'gave', 'boy', 'coffee']	man gave boy coffee	['man', 'gave', 'boy', 'coffee']
book gave boy coffee	['book', 'gave', 'boy', 'coffee']	man gave boy coffee	['man', 'gave', 'boy', 'coffee']
letter gave boy coffee	['letter', 'gave', 'boy', 'coffee']	man gave boy coffee	['man', 'gave', 'boy', 'coffee']
package gave boy coffee	['package', 'gave', 'boy', 'coffee']	man gave boy coffee	['man', 'gave', 'boy', 'coffee']
gift gave boy coffee	['gift', 'gave', 'boy', 'coffee']	man gave boy coffee	['man', 'gave', 'boy', 'coffee']
eggs gave boy tea	['eggs', 'gave', 'boy', 'tea']	man gave boy tea	['man', 'gave', 'boy', 'tea']
toast gave boy tea	['toast', 'gave', 'boy', 'tea']	man gave boy tea	['man', 'gave', 'boy', 'tea']
pizza gave boy tea	['pizza', 'gave', 'boy', 'tea']	man gave boy tea	['man', 'gave', 'boy', 'tea']
coffee gave boy tea	['coffee', 'gave', 'boy', 'tea']	man gave boy tea	['man', 'gave', 'boy', 'tea']
tea gave boy tea	['tea', 'gave', 'boy', 'tea']	man gave boy tea	['man', 'gave', 'boy', 'tea']
soup gave boy tea	['soup', 'gave', 'boy', 'tea']	man gave boy tea	['man', 'gave', 'boy', 'tea']
sugar gave boy tea	['sugar', 'gave', 'boy', 'tea']	man gave boy tea	['man', 'gave', 'boy', 'tea']
book gave boy tea	['book', 'gave', 'boy', 'tea']	man gave boy tea	['man', 'gave', 'boy', 'tea']
letter gave boy tea	['letter', 'gave', 'boy', 'tea']	man gave boy tea	['man', 'gave', 'boy', 'tea']
package gave boy tea	['package', 'gave', 'boy', 'tea']	man gave boy tea	['man', 'gave', 'boy', 'tea']
gift gave boy tea	['gift', 'gave', 'boy', 'tea']	man gave boy tea	['man', 'gave', 'boy', 'tea']
eggs gave boy soup	['eggs', 'gave', 'boy', 'soup']	man gave boy soup	['man', 'gave', 'boy', 'soup']
toast gave boy soup	['toast', 'gave', 'boy', 'soup']	man gave boy soup	['man', 'gave', 'boy', 'soup']
pizza gave boy soup	['pizza', 'gave', 'boy', 'soup']	man gave boy soup	['man', 'gave', 'boy', 'soup']
coffee gave boy soup	['coffee', 'gave', 'boy', 'soup']	man gave boy soup	['man', 'gave', 'boy', 'soup']
tea gave boy soup	['tea', 'gave', 'boy', 'soup']	man gave boy soup	['man', 'gave', 'boy', 'soup']
soup gave boy soup	['soup', 'gave', 'boy', 'soup']	man gave boy soup	['man', 'gave', 'boy', 'soup']
sugar gave boy soup	['sugar', 'gave', 'boy', 'soup']	man gave boy soup	['man', 'gave', 'boy', 'soup']
book gave boy soup	['book', 'gave', 'boy', 'soup']	man gave boy soup	['man', 'gave', 'boy', 'soup']
letter gave boy soup	['letter', 'gave', 'boy', 'soup']	man gave boy soup	['man', 'gave', 'boy', 'soup']
package gave boy soup	['package', 'gave', 'boy', 'soup']	man gave boy soup	['man', 'gave', 'boy', 'soup']
gift gave boy soup	['gift', 'gave', 'boy', 'soup']	man gave boy soup	['man', 'gave', 'boy', 'soup']
eggs gave boy sugar	['eggs', 'gave', 'boy', 'sugar']	man gave boy sugar	['man', 'gave', 'boy', 'sugar']
toast gave boy sugar	['toast', 'gave', 'boy', 'sugar']	man gave boy sugar	['man', 'gave', 'boy', 'sugar']
pizza gave boy sugar	['pizza', 'gave', 'boy', 'sugar']	man gave boy sugar	['man', 'gave', 'boy', 'sugar']
coffee gave boy sugar	['coffee', 'gave', 'boy', 'sugar']	man gave boy sugar	['man', 'gave', 'boy', 'sugar']
tea gave boy sugar	['tea', 'gave', 'boy', 'sugar']	man gave boy sugar	['man', 'gave', 'boy', 'sugar']
soup gave boy sugar	['soup', 'gave', 'boy', 'sugar']	man gave boy sugar	['man', 'gave', 'boy', 'sugar']
sugar gave boy sugar	['sugar', 'gave', 'boy', 'sugar']	man gave boy sugar	['man', 'gave', 'boy', 'sugar']
book gave boy sugar	['book', 'gave', 'boy', 'sugar']	man gave boy sugar	['man', 'gave', 'boy', 'sugar']
letter gave boy sugar	['letter', 'gave', 'boy', 'sugar']	man gave boy sugar	['man', 'gave', 'boy', 'sugar']
package gave boy sugar	['package', 'gave', 'boy', 'sugar']	man gave boy sugar	['man', 'gave', 'boy', 'sugar']
gift gave boy sugar	['gift', 'gave', 'boy', 'sugar']	man gave boy sugar	['man', 'gave', 'boy', 'sugar']
eggs gave boy book	['eggs', 'gave', 'boy', 'book']	man gave boy book	['man', 'gave', 'boy', 'book']
toast gave boy book	['toast', 'gave', 'boy', 'book']	man gave boy book	['man', 'gave', 'boy', 'book']
pizza gave boy book	['pizza', 'gave', 'boy', 'book']	man gave boy book	['man', 'gave', 'boy', 'book']
coffee gave boy book	['coffee', 'gave', 'boy', 'book']	man gave boy book	['man', 'gave', 'boy', 'book']
tea gave boy book	['tea', 'gave', 'boy', 'book']	man gave boy book	['man', 'gave', 'boy', 'book']
soup gave boy book	['soup', 'gave', 'boy', 'book']	man gave boy book	['man', 'gave', 'boy', 'book']
sugar gave boy book	['sugar', 'gave', 'boy', 'book']	man gave boy book	['man', 'gave', 'boy', 'book']
book gave boy book	['book', 'gave', 'boy', 'book']	man gave boy book	['man', 'gave', 'boy', 'book']
letter gave boy book	['letter', 'gave', 'boy', 'book']	man gave boy book	['man', 'gave', 'boy', 'book']
package gave boy book	['package', 'gave', 'boy', 'book']	man gave boy book	['man', 'gave', 'boy', 'book']
gift gave boy book	['gift', 'gave', 'boy', 'book']	man gave boy book	['man', 'gave', 'boy', 'book']
eggs gave boy letter	['eggs', 'gave', 'boy', 'letter']	man gave boy letter	['man', 'gave', 'boy', 'letter']
toast gave boy letter	['toast', 'gave', 'boy', 'letter']	man gave boy letter	['man', 'gave', 'boy', 'letter']
pizza gave boy letter	['pizza', 'gave', 'boy', 'letter']	man gave boy letter	['man', 'gave', 'boy', 'letter']
coffee gave boy letter	['coffee', 'gave', 'boy', 'letter']	man gave boy letter	['man', 'gave', 'boy', 'letter']
tea gave boy letter	['tea', 'gave', 'boy', 'letter']	man gave boy letter	['man', 'gave', 'boy', 'letter']
soup gave boy letter	['soup', 'gave', 'boy', 'letter']	man gave boy letter	['man', 'gave', 'boy', 'letter']
sugar gave boy letter	['sugar', 'gave', 'boy', 'letter']	man gave boy letter	['man', 'gave', 'boy', 'letter']
book gave boy letter	['book', 'gave', 'boy', 'letter']	man gave boy letter	['man', 'gave', 'boy', 'letter']
letter gave boy letter	['letter', 'gave', 'boy', 'letter']	man gave boy letter	['man', 'gave', 'boy', 'letter']
package gave boy letter	['package', 'gave', 'boy', 'letter']	man gave boy letter	['man', 'gave', 'boy', 'letter']
gift gave boy letter	['gift', 'gave', 'boy', 'letter']	man gave boy letter	['man', 'gave', 'boy', 'letter']
eggs gave boy package	['eggs', 'gave', 'boy', 'package']	man gave boy package	['man', 'gave', 'boy', 'package']
toast gave boy package	['toast', 'gave', 'boy', 'package']	man gave boy package	['man', 'gave', 'boy', 'package']
pizza gave boy package	['pizza', 'gave', 'boy', 'package']	man gave boy package	['man', 'gave', 'boy', 'package']
coffee gave boy package	['coffee', 'gave', 'boy', 'package']	man gave boy package	['man', 'gave', 'boy', 'package']
tea gave boy package	['tea', 'gave', 'boy', 'package']	man gave boy package	['man', 'gave', 'boy', 'package']
soup gave boy package	['soup', 'gave', 'boy', 'package']	man gave boy package	['man', 'gave', 'boy', 'package']
sugar gave boy package	['sugar', 'gave', 'boy', 'package']	man gave boy package	['man', 'gave', 'boy', 'package']
book gave boy package	['book', 'gave', 'boy', 'package']	man gave boy package	['man', 'gave', 'boy', 'package']
letter gave boy package	['letter', 'gave', 'boy', 'package']	man gave boy package	['man', 'gave', 'boy', 'package']
package gave boy package	['package', 'gave', 'boy', 'package']	man gave boy package	['man', 'gave', 'boy', 'package']
gift gave boy package	['gift', 'gave', 'boy', 'package']	man gave boy package	['man', 'gave', 'boy', 'package']
eggs gave boy gift	['eggs', 'gave', 'boy', 'gift']	man gave boy gift	['man', 'gave', 'boy', 'gift']
toast gave boy gift	['toast', 'gave', 'boy', 'gift']	man gave boy gift	['man', 'gave', 'boy', 'gift']
pizza gave boy gift	['pizza', 'gave', 'boy', 'gift']	man gave boy gift	['man', 'gave', 'boy', 'gift']
coffee gave boy gift	['coffee', 'gave', 'boy', 'gift']	man gave boy gift	['man', 'gave', 'boy', 'gift']
tea gave boy gift	['tea', 'gave', 'boy', 'gift']	man gave boy gift	['man', 'gave', 'boy', 'gift']
soup gave boy gift	['soup', 'gave', 'boy', 'gift']	man gave boy gift	['man', 'gave', 'boy', 'gift']
sugar gave boy gift	['sugar', 'gave', 'boy', 'gift']	man gave boy gift	['man', 'gave', 'boy', 'gift']
book gave boy gift	['book', 'gave', 'boy', 'gift']	man gave boy gift	['man', 'gave', 'boy', 'gift']
letter gave boy gift	['letter', 'gave', 'boy', 'gift']	man gave boy gift	['man', 'gave', 'boy', 'gift']
package gave boy gift	['package', 'gave', 'boy', 'gift']	man gave boy gift	['man', 'gave', 'boy', 'gift']
gift gave boy gift	['gift', 'gave', 'boy', 'gift']	man gave boy gift	['man', 'gave', 'boy', 'gift']
eggs gave girl eggs	['eggs', 'gave', 'girl', 'eggs']	man gave girl eggs	['man', 'gave', 'girl', 'eggs']
toast gave girl eggs	['toast', 'gave', 'girl', 'eggs']	man gave girl eggs	['man', 'gave', 'girl', 'eggs']
pizza gave girl eggs	['pizza', 'gave', 'girl', 'eggs']	man gave girl eggs	['man', 'gave', 'girl', 'eggs']
coffee gave girl eggs	['coffee', 'gave', 'girl', 'eggs']	man gave girl eggs	['man', 'gave', 'girl', 'eggs']
tea gave girl eggs	['tea', 'gave', 'girl', 'eggs']	man gave girl eggs	['man', 'gave', 'girl', 'eggs']
soup gave girl eggs	['soup', 'gave', 'girl', 'eggs']	man gave girl eggs	['man', 'gave', 'girl', 'eggs']
sugar gave girl eggs	['sugar', 'gave', 'girl', 'eggs']	man gave girl eggs	['man', 'gave', 'girl', 'eggs']
book gave girl eggs	['book', 'gave', 'girl', 'eggs']	man gave girl eggs	['man', 'gave', 'girl', 'eggs']
letter gave girl eggs	['letter', 'gave', 'girl', 'eggs']	man gave girl eggs	['man', 'gave', 'girl', 'eggs']
package gave girl eggs	['package', 'gave', 'girl', 'eggs']	man gave girl eggs	['man', 'gave', 'girl', 'eggs']
gift gave girl eggs	['gift', 'gave', 'girl', 'eggs']	man gave girl eggs	['man', 'gave', 'girl', 'eggs']
eggs gave girl toast	['eggs', 'gave', 'girl', 'toast']	man gave girl toast	['man', 'gave', 'girl', 'toast']
toast gave girl toast	['toast', 'gave', 'girl', 'toast']	man gave girl toast	['man', 'gave', 'girl', 'toast']
pizza gave girl toast	['pizza', 'gave', 'girl', 'toast']	man gave girl toast	['man', 'gave', 'girl', 'toast']
coffee gave girl toast	['coffee', 'gave', 'girl', 'toast']	man gave girl toast	['man', 'gave', 'girl', 'toast']
tea gave girl toast	['tea', 'gave', 'girl', 'toast']	man gave girl toast	['man', 'gave', 'girl', 'toast']
soup gave girl toast	['soup', 'gave', 'girl', 'toast']	man gave girl toast	['man', 'gave', 'girl', 'toast']
sugar gave girl toast	['sugar', 'gave', 'girl', 'toast']	man gave girl toast	['man', 'gave', 'girl', 'toast']
book gave girl toast	['book', 'gave', 'girl', 'toast']	man gave girl toast	['man', 'gave', 'girl', 'toast']
letter gave girl toast	['letter', 'gave', 'girl', 'toast']	man gave girl toast	['man', 'gave', 'girl', 'toast']
package gave girl toast	['package', 'gave', 'girl', 'toast']	man gave girl toast	['man', 'gave', 'girl', 'toast']
gift gave girl toast	['gift', 'gave', 'girl', 'toast']	man gave girl toast	['man', 'gave', 'girl', 'toast']
eggs gave girl pizza	['eggs', 'gave', 'girl', 'pizza']	man gave girl pizza	['man', 'gave', 'girl', 'pizza']
toast gave girl pizza	['toast', 'gave', 'girl', 'pizza']	man gave girl pizza	['man', 'gave', 'girl', 'pizza']
pizza gave girl pizza	['pizza', 'gave', 'girl', 'pizza']	man gave girl pizza	['man', 'gave', 'girl', 'pizza']
coffee gave girl pizza	['coffee', 'gave', 'girl', 'pizza']	man gave girl pizza	['man', 'gave', 'girl', 'pizza']
tea gave girl pizza	['tea', 'gave', 'girl', 'pizza']	man gave girl pizza	['man', 'gave', 'girl', 'pizza']
soup gave girl pizza	['soup', 'gave', 'girl', 'pizza']	man gave girl pizza	['man', 'gave', 'girl', 'pizza']
sugar gave girl pizza	['sugar', 'gave', 'girl', 'pizza']	man gave girl pizza	['man', 'gave', 'girl', 'pizza']
book gave girl pizza	['book', 'gave', 'girl', 'pizza']	man gave girl pizza	['man', 'gave', 'girl', 'pizza']
letter gave girl pizza	['letter', 'gave', 'girl', 'pizza']	man gave girl pizza	['man', 'gave', 'girl', 'pizza']
package gave girl pizza	['package', 'gave', 'girl', 'pizza']	man gave girl pizza	['man', 'gave', 'girl', 'pizza']
gift gave girl pizza	['gift', 'gave', 'girl', 'pizza']	man gave girl pizza	['man', 'gave', 'girl', 'pizza']
eggs gave girl coffee	['eggs', 'gave', 'girl', 'coffee']	man gave girl coffee	['man', 'gave', 'girl', 'coffee']
toast gave girl coffee	['toast', 'gave', 'girl', 'coffee']	man gave girl coffee	['man', 'gave', 'girl', 'coffee']
pizza gave girl coffee	['pizza', 'gave', 'girl', 'coffee']	man gave girl coffee	['man', 'gave', 'girl', 'coffee']
coffee gave girl coffee	['coffee', 'gave', 'girl', 'coffee']	man gave girl coffee	['man', 'gave', 'girl', 'coffee']
tea gave girl coffee	['tea', 'gave', 'girl', 'coffee']	man gave girl coffee	['man', 'gave', 'girl', 'coffee']
soup gave girl coffee	['soup', 'gave', 'girl', 'coffee']	man gave girl coffee	['man', 'gave', 'girl', 'coffee']
sugar gave girl coffee	['sugar', 'gave', 'girl', 'coffee']	man gave girl coffee	['man', 'gave', 'girl', 'coffee']
book gave girl coffee	['book', 'gave', 'girl', 'coffee']	man gave girl coffee	['man', 'gave', 'girl', 'coffee']
letter gave girl coffee	['letter', 'gave', 'girl', 'coffee']	man gave girl coffee	['man', 'gave', 'girl', 'coffee']
package gave girl coffee	['package', 'gave', 'girl', 'coffee']	man gave girl coffee	['man', 'gave', 'girl', 'coffee']
gift gave girl coffee	['gift', 'gave', 'girl', 'coffee']	man gave girl coffee	['man', 'gave', 'girl', 'coffee']
eggs gave girl tea	['eggs', 'gave', 'girl', 'tea']	man gave girl tea	['man', 'gave', 'girl', 'tea']
toast gave girl tea	['toast', 'gave', 'girl', 'tea']	man gave girl tea	['man', 'gave', 'girl', 'tea']
pizza gave girl tea	['pizza', 'gave', 'girl', 'tea']	man gave girl tea	['man', 'gave', 'girl', 'tea']
coffee gave girl tea	['coffee', 'gave', 'girl', 'tea']	man gave girl tea	['man', 'gave', 'girl', 'tea']
tea gave girl tea	['tea', 'gave', 'girl', 'tea']	man gave girl tea	['man', 'gave', 'girl', 'tea']
soup gave girl tea	['soup', 'gave', 'girl', 'tea']	man gave girl tea	['man', 'gave', 'girl', 'tea']
sugar gave girl tea	['sugar', 'gave', 'girl', 'tea']	man gave girl tea	['man', 'gave', 'girl', 'tea']
book gave girl tea	['book', 'gave', 'girl', 'tea']	man gave girl tea	['man', 'gave', 'girl', 'tea']
letter gave girl tea	['letter', 'gave', 'girl', 'tea']	man gave girl tea	['man', 'gave', 'girl', 'tea']
package gave girl tea	['package', 'gave', 'girl', 'tea']	man gave girl tea	['man', 'gave', 'girl', 'tea']
gift gave girl tea	['gift', 'gave', 'girl', 'tea']	man gave girl tea	['man', 'gave', 'girl', 'tea']
eggs gave girl soup	['eggs', 'gave', 'girl', 'soup']	man gave girl soup	['man', 'gave', 'girl', 'soup']
toast gave girl soup	['toast', 'gave', 'girl', 'soup']	man gave girl soup	['man', 'gave', 'girl', 'soup']
pizza gave girl soup	['pizza', 'gave', 'girl', 'soup']	man gave girl soup	['man', 'gave', 'girl', 'soup']
coffee gave girl soup	['coffee', 'gave', 'girl', 'soup']	man gave girl soup	['man', 'gave', 'girl', 'soup']
tea gave girl soup	['tea', 'gave', 'girl', 'soup']	man gave girl soup	['man', 'gave', 'girl', 'soup']
soup gave girl soup	['soup', 'gave', 'girl', 'soup']	man gave girl soup	['man', 'gave', 'girl', 'soup']
sugar gave girl soup	['sugar', 'gave', 'girl', 'soup']	man gave girl soup	['man', 'gave', 'girl', 'soup']
book gave girl soup	['book', 'gave', 'girl', 'soup']	man gave girl soup	['man', 'gave', 'girl', 'soup']
letter gave girl soup	['letter', 'gave', 'girl', 'soup']	man gave girl soup	['man', 'gave', 'girl', 'soup']
package gave girl soup	['package', 'gave', 'girl', 'soup']	man gave girl soup	['man', 'gave', 'girl', 'soup']
gift gave girl soup	['gift', 'gave', 'girl', 'soup']	man gave girl soup	['man', 'gave', 'girl', 'soup']
eggs gave girl sugar	['eggs', 'gave', 'girl', 'sugar']	man gave girl sugar	['man', 'gave', 'girl', 'sugar']
toast gave girl sugar	['toast', 'gave', 'girl', 'sugar']	man gave girl sugar	['man', 'gave', 'girl', 'sugar']
pizza gave girl sugar	['pizza', 'gave', 'girl', 'sugar']	man gave girl sugar	['man', 'gave', 'girl', 'sugar']
coffee gave girl sugar	['coffee', 'gave', 'girl', 'sugar']	man gave girl sugar	['man', 'gave', 'girl', 'sugar']
tea gave girl sugar	['tea', 'gave', 'girl', 'sugar']	man gave girl sugar	['man', 'gave', 'girl', 'sugar']
soup gave girl sugar	['soup', 'gave', 'girl', 'sugar']	man gave girl sugar	['man', 'gave', 'girl', 'sugar']
sugar gave girl sugar	['sugar', 'gave', 'girl', 'sugar']	man gave girl sugar	['man', 'gave', 'girl', 'sugar']
book gave girl sugar	['book', 'gave', 'girl', 'sugar']	man gave girl sugar	['man', 'gave', 'girl', 'sugar']
letter gave girl sugar	['letter', 'gave', 'girl', 'sugar']	man gave girl sugar	['man', 'gave', 'girl', 'sugar']
package gave girl sugar	['package', 'gave', 'girl', 'sugar']	man gave girl sugar	['man', 'gave', 'girl', 'sugar']
gift gave girl sugar	['gift', 'gave', 'girl', 'sugar']	man gave girl sugar	['man', 'gave', 'girl', 'sugar']
eggs gave girl book	['eggs', 'gave', 'girl', 'book']	man gave girl book	['man', 'gave', 'girl', 'book']
toast gave girl book	['toast', 'gave', 'girl', 'book']	man gave girl book	['man', 'gave', 'girl', 'book']
pizza gave girl book	['pizza', 'gave', 'girl', 'book']	man gave girl book	['man', 'gave', 'girl', 'book']
coffee gave girl book	['coffee', 'gave', 'girl', 'book']	man gave girl book	['man', 'gave', 'girl', 'book']
tea gave girl book	['tea', 'gave', 'girl', 'book']	man gave girl book	['man', 'gave', 'girl', 'book']
soup gave girl book	['soup', 'gave', 'girl', 'book']	man gave girl book	['man', 'gave', 'girl', 'book']
sugar gave girl book	['sugar', 'gave', 'girl', 'book']	man gave girl book	['man', 'gave', 'girl', 'book']
book gave girl book	['book', 'gave', 'girl', 'book']	man gave girl book	['man', 'gave', 'girl', 'book']
letter gave girl book	['letter', 'gave', 'girl', 'book']	man gave girl book	['man', 'gave', 'girl', 'book']
package gave girl book	['package', 'gave', 'girl', 'book']	man gave girl book	['man', 'gave', 'girl', 'book']
gift gave girl book	['gift', 'gave', 'girl', 'book']	man gave girl book	['man', 'gave', 'girl', 'book']
eggs gave girl letter	['eggs', 'gave', 'girl', 'letter']	man gave girl letter	['man', 'gave', 'girl', 'letter']
toast gave girl letter	['toast', 'gave', 'girl', 'letter']	man gave girl letter	['man', 'gave', 'girl', 'letter']
pizza gave girl letter	['pizza', 'gave', 'girl', 'letter']	man gave girl letter	['man', 'gave', 'girl', 'letter']
coffee gave girl letter	['coffee', 'gave', 'girl', 'letter']	man gave girl letter	['man', 'gave', 'girl', 'letter']
tea gave girl letter	['tea', 'gave', 'girl', 'letter']	man gave girl letter	['man', 'gave', 'girl', 'letter']
soup gave girl letter	['soup', 'gave', 'girl', 'letter']	man gave girl letter	['man', 'gave', 'girl', 'letter']
sugar gave girl letter	['sugar', 'gave', 'girl', 'letter']	man gave girl letter	['man', 'gave', 'girl', 'letter']
book gave girl letter	['book', 'gave', 'girl', 'letter']	man gave girl letter	['man', 'gave', 'girl', 'letter']
letter gave girl letter	['letter', 'gave', 'girl', 'letter']	man gave girl letter	['man', 'gave', 'girl', 'letter']
package gave girl letter	['package', 'gave', 'girl', 'letter']	man gave girl letter	['man', 'gave', 'girl', 'letter']
gift gave girl letter	['gift', 'gave', 'girl', 'letter']	man gave girl letter	['man', 'gave', 'girl', 'letter']
eggs gave girl package	['eggs', 'gave', 'girl', 'package']	man gave girl package	['man', 'gave', 'girl', 'package']
toast gave girl package	['toast', 'gave', 'girl', 'package']	man gave girl package	['man', 'gave', 'girl', 'package']
pizza gave girl package	['pizza', 'gave', 'girl', 'package']	man gave girl package	['man', 'gave', 'girl', 'package']
coffee gave girl package	['coffee', 'gave', 'girl', 'package']	man gave girl package	['man', 'gave', 'girl', 'package']
tea gave girl package	['tea', 'gave', 'girl', 'package']	man gave girl package	['man', 'gave', 'girl', 'package']
soup gave girl package	['soup', 'gave', 'girl', 'package']	man gave girl package	['man', 'gave', 'girl', 'package']
sugar gave girl package	['sugar', 'gave', 'girl', 'package']	man gave girl package	['man', 'gave', 'girl', 'package']
book gave girl package	['book', 'gave', 'girl', 'package']	man gave girl package	['man', 'gave', 'girl', 'package']
letter gave girl package	['letter', 'gave', 'girl', 'package']	man gave girl package	['man', 'gave', 'girl', 'package']
package gave girl package	['package', 'gave', 'girl', 'package']	man gave girl package	['man', 'gave', 'girl', 'package']
gift gave girl package	['gift', 'gave', 'girl', 'package']	man gave girl package	['man', 'gave', 'girl', 'package']
eggs gave girl gift	['eggs', 'gave', 'girl', 'gift']	man gave girl gift	['man', 'gave', 'girl', 'gift']
toast gave girl gift	['toast', 'gave', 'girl', 'gift']	man gave girl gift	['man', 'gave', 'girl', 'gift']
pizza gave girl gift	['pizza', 'gave', 'girl', 'gift']	man gave girl gift	['man', 'gave', 'girl', 'gift']
coffee gave girl gift	['coffee', 'gave', 'girl', 'gift']	man gave girl gift	['man', 'gave', 'girl', 'gift']
tea gave girl gift	['tea', 'gave', 'girl', 'gift']	man gave girl gift	['man', 'gave', 'girl', 'gift']
soup gave girl gift	['soup', 'gave', 'girl', 'gift']	man gave girl gift	['man', 'gave', 'girl', 'gift']
sugar gave girl gift	['sugar', 'gave', 'girl', 'gift']	man gave girl gift	['man', 'gave', 'girl', 'gift']
book gave girl gift	['book', 'gave', 'girl', 'gift']	man gave girl gift	['man', 'gave', 'girl', 'gift']
letter gave girl gift	['letter', 'gave', 'girl', 'gift']	man gave girl gift	['man', 'gave', 'girl', 'gift']
package gave girl gift	['package', 'gave', 'girl', 'gift']	man gave girl gift	['man', 'gave', 'girl', 'gift']
gift gave girl gift	['gift', 'gave', 'girl', 'gift']	man gave girl gift	['man', 'gave', 'girl', 'gift']
eggs gave man eggs	['eggs', 'gave', 'man', 'eggs']	woman gave man eggs	['woman', 'gave', 'man', 'eggs']
toast gave man eggs	['toast', 'gave', 'man', 'eggs']	woman gave man eggs	['woman', 'gave', 'man', 'eggs']
pizza gave man eggs	['pizza', 'gave', 'man', 'eggs']	woman gave man eggs	['woman', 'gave', 'man', 'eggs']
coffee gave man eggs	['coffee', 'gave', 'man', 'eggs']	woman gave man eggs	['woman', 'gave', 'man', 'eggs']
