utterance_str	utterance_lst	orig_utterance_str	orig_utterance_lst
man gave soup gift	['man', 'gave', 'soup', 'gift']	man gave boy gift	['man', 'gave', 'boy', 'gift']
man gave sugar gift	['man', 'gave', 'sugar', 'gift']	man gave boy gift	['man', 'gave', 'boy', 'gift']
man gave book gift	['man', 'gave', 'book', 'gift']	man gave boy gift	['man', 'gave', 'boy', 'gift']
man gave letter gift	['man', 'gave', 'letter', 'gift']	man gave boy gift	['man', 'gave', 'boy', 'gift']
man gave package gift	['man', 'gave', 'package', 'gift']	man gave boy gift	['man', 'gave', 'boy', 'gift']
man gave gift gift	['man', 'gave', 'gift', 'gift']	man gave boy gift	['man', 'gave', 'boy', 'gift']
man gave eggs eggs	['man', 'gave', 'eggs', 'eggs']	man gave girl eggs	['man', 'gave', 'girl', 'eggs']
man gave toast eggs	['man', 'gave', 'toast', 'eggs']	man gave girl eggs	['man', 'gave', 'girl', 'eggs']
man gave pizza eggs	['man', 'gave', 'pizza', 'eggs']	man gave girl eggs	['man', 'gave', 'girl', 'eggs']
man gave coffee eggs	['man', 'gave', 'coffee', 'eggs']	man gave girl eggs	['man', 'gave', 'girl', 'eggs']
man gave tea eggs	['man', 'gave', 'tea', 'eggs']	man gave girl eggs	['man', 'gave', 'girl', 'eggs']
man gave soup eggs	['man', 'gave', 'soup', 'eggs']	man gave girl eggs	['man', 'gave', 'girl', 'eggs']
man gave sugar eggs	['man', 'gave', 'sugar', 'eggs']	man gave girl eggs	['man', 'gave', 'girl', 'eggs']
man gave book eggs	['man', 'gave', 'book', 'eggs']	man gave girl eggs	['man', 'gave', 'girl', 'eggs']
man gave letter eggs	['man', 'gave', 'letter', 'eggs']	man gave girl eggs	['man', 'gave', 'girl', 'eggs']
man gave package eggs	['man', 'gave', 'package', 'eggs']	man gave girl eggs	['man', 'gave', 'girl', 'eggs']
man gave gift eggs	['man', 'gave', 'gift', 'eggs']	man gave girl eggs	['man', 'gave', 'girl', 'eggs']
man gave eggs toast	['man', 'gave', 'eggs', 'toast']	man gave girl toast	['man', 'gave', 'girl', 'toast']
man gave toast toast	['man', 'gave', 'toast', 'toast']	man gave girl toast	['man', 'gave', 'girl', 'toast']
man gave pizza toast	['man', 'gave', 'pizza', 'toast']	man gave girl toast	['man', 'gave', 'girl', 'toast']
man gave coffee toast	['man', 'gave', 'coffee', 'toast']	man gave girl toast	['man', 'gave', 'girl', 'toast']
man gave tea toast	['man', 'gave', 'tea', 'toast']	man gave girl toast	['man', 'gave', 'girl', 'toast']
man gave soup toast	['man', 'gave', 'soup', 'toast']	man gave girl toast	['man', 'gave', 'girl', 'toast']
man gave sugar toast	['man', 'gave', 'sugar', 'toast']	man gave girl toast	['man', 'gave', 'girl', 'toast']
man gave book toast	['man', 'gave', 'book', 'toast']	man gave girl toast	['man', 'gave', 'girl', 'toast']
man gave letter toast	['man', 'gave', 'letter', 'toast']	man gave girl toast	['man', 'gave', 'girl', 'toast']
man gave package toast	['man', 'gave', 'package', 'toast']	man gave girl toast	['man', 'gave', 'girl', 'toast']
man gave gift toast	['man', 'gave', 'gift', 'toast']	man gave girl toast	['man', 'gave', 'girl', 'toast']
man gave eggs pizza	['man', 'gave', 'eggs', 'pizza']	man gave girl pizza	['man', 'gave', 'girl', 'pizza']
man gave toast pizza	['man', 'gave', 'toast', 'pizza']	man gave girl pizza	['man', 'gave', 'girl', 'pizza']
man gave pizza pizza	['man', 'gave', 'pizza', 'pizza']	man gave girl pizza	['man', 'gave', 'girl', 'pizza']
man gave coffee pizza	['man', 'gave', 'coffee', 'pizza']	man gave girl pizza	['man', 'gave', 'girl', 'pizza']
man gave tea pizza	['man', 'gave', 'tea', 'pizza']	man gave girl pizza	['man', 'gave', 'girl', 'pizza']
man gave soup pizza	['man', 'gave', 'soup', 'pizza']	man gave girl pizza	['man', 'gave', 'girl', 'pizza']
man gave sugar pizza	['man', 'gave', 'sugar', 'pizza']	man gave girl pizza	['man', 'gave', 'girl', 'pizza']
man gave book pizza	['man', 'gave', 'book', 'pizza']	man gave girl pizza	['man', 'gave', 'girl', 'pizza']
man gave letter pizza	['man', 'gave', 'letter', 'pizza']	man gave girl pizza	['man', 'gave', 'girl', 'pizza']
man gave package pizza	['man', 'gave', 'package', 'pizza']	man gave girl pizza	['man', 'gave', 'girl', 'pizza']
man gave gift pizza	['man', 'gave', 'gift', 'pizza']	man gave girl pizza	['man', 'gave', 'girl', 'pizza']
man gave eggs coffee	['man', 'gave', 'eggs', 'coffee']	man gave girl coffee	['man', 'gave', 'girl', 'coffee']
man gave toast coffee	['man', 'gave', 'toast', 'coffee']	man gave girl coffee	['man', 'gave', 'girl', 'coffee']
man gave pizza coffee	['man', 'gave', 'pizza', 'coffee']	man gave girl coffee	['man', 'gave', 'girl', 'coffee']
man gave coffee coffee	['man', 'gave', 'coffee', 'coffee']	man gave girl coffee	['man', 'gave', 'girl', 'coffee']
man gave tea coffee	['man', 'gave', 'tea', 'coffee']	man gave girl coffee	['man', 'gave', 'girl', 'coffee']
man gave soup coffee	['man', 'gave', 'soup', 'coffee']	man gave girl coffee	['man', 'gave', 'girl', 'coffee']
man gave sugar coffee	['man', 'gave', 'sugar', 'coffee']	man gave girl coffee	['man', 'gave', 'girl', 'coffee']
man gave book coffee	['man', 'gave', 'book', 'coffee']	man gave girl coffee	['man', 'gave', 'girl', 'coffee']
man gave letter coffee	['man', 'gave', 'letter', 'coffee']	man gave girl coffee	['man', 'gave', 'girl', 'coffee']
man gave package coffee	['man', 'gave', 'package', 'coffee']	man gave girl coffee	['man', 'gave', 'girl', 'coffee']
man gave gift coffee	['man', 'gave', 'gift', 'coffee']	man gave girl coffee	['man', 'gave', 'girl', 'coffee']
man gave eggs tea	['man', 'gave', 'eggs', 'tea']	man gave girl tea	['man', 'gave', 'girl', 'tea']
man gave toast tea	['man', 'gave', 'toast', 'tea']	man gave girl tea	['man', 'gave', 'girl', 'tea']
man gave pizza tea	['man', 'gave', 'pizza', 'tea']	man gave girl tea	['man', 'gave', 'girl', 'tea']
man gave coffee tea	['man', 'gave', 'coffee', 'tea']	man gave girl tea	['man', 'gave', 'girl', 'tea']
man gave tea tea	['man', 'gave', 'tea', 'tea']	man gave girl tea	['man', 'gave', 'girl', 'tea']
man gave soup tea	['man', 'gave', 'soup', 'tea']	man gave girl tea	['man', 'gave', 'girl', 'tea']
man gave sugar tea	['man', 'gave', 'sugar', 'tea']	man gave girl tea	['man', 'gave', 'girl', 'tea']
man gave book tea	['man', 'gave', 'book', 'tea']	man gave girl tea	['man', 'gave', 'girl', 'tea']
man gave letter tea	['man', 'gave', 'letter', 'tea']	man gave girl tea	['man', 'gave', 'girl', 'tea']
man gave package tea	['man', 'gave', 'package', 'tea']	man gave girl tea	['man', 'gave', 'girl', 'tea']
man gave gift tea	['man', 'gave', 'gift', 'tea']	man gave girl tea	['man', 'gave', 'girl', 'tea']
man gave eggs soup	['man', 'gave', 'eggs', 'soup']	man gave girl soup	['man', 'gave', 'girl', 'soup']
man gave toast soup	['man', 'gave', 'toast', 'soup']	man gave girl soup	['man', 'gave', 'girl', 'soup']
man gave pizza soup	['man', 'gave', 'pizza', 'soup']	man gave girl soup	['man', 'gave', 'girl', 'soup']
man gave coffee soup	['man', 'gave', 'coffee', 'soup']	man gave girl soup	['man', 'gave', 'girl', 'soup']
man gave tea soup	['man', 'gave', 'tea', 'soup']	man gave girl soup	['man', 'gave', 'girl', 'soup']
man gave soup soup	['man', 'gave', 'soup', 'soup']	man gave girl soup	['man', 'gave', 'girl', 'soup']
man gave sugar soup	['man', 'gave', 'sugar', 'soup']	man gave girl soup	['man', 'gave', 'girl', 'soup']
man gave book soup	['man', 'gave', 'book', 'soup']	man gave girl soup	['man', 'gave', 'girl', 'soup']
man gave letter soup	['man', 'gave', 'letter', 'soup']	man gave girl soup	['man', 'gave', 'girl', 'soup']
man gave package soup	['man', 'gave', 'package', 'soup']	man gave girl soup	['man', 'gave', 'girl', 'soup']
man gave gift soup	['man', 'gave', 'gift', 'soup']	man gave girl soup	['man', 'gave', 'girl', 'soup']
man gave eggs sugar	['man', 'gave', 'eggs', 'sugar']	man gave girl sugar	['man', 'gave', 'girl', 'sugar']
man gave toast sugar	['man', 'gave', 'toast', 'sugar']	man gave girl sugar	['man', 'gave', 'girl', 'sugar']
man gave pizza sugar	['man', 'gave', 'pizza', 'sugar']	man gave girl sugar	['man', 'gave', 'girl', 'sugar']
man gave coffee sugar	['man', 'gave', 'coffee', 'sugar']	man gave girl sugar	['man', 'gave', 'girl', 'sugar']
man gave tea sugar	['man', 'gave', 'tea', 'sugar']	man gave girl sugar	['man', 'gave', 'girl', 'sugar']
man gave soup sugar	['man', 'gave', 'soup', 'sugar']	man gave girl sugar	['man', 'gave', 'girl', 'sugar']
man gave sugar sugar	['man', 'gave', 'sugar', 'sugar']	man gave girl sugar	['man', 'gave', 'girl', 'sugar']
man gave book sugar	['man', 'gave', 'book', 'sugar']	man gave girl sugar	['man', 'gave', 'girl', 'sugar']
man gave letter sugar	['man', 'gave', 'letter', 'sugar']	man gave girl sugar	['man', 'gave', 'girl', 'sugar']
man gave package sugar	['man', 'gave', 'package', 'sugar']	man gave girl sugar	['man', 'gave', 'girl', 'sugar']
man gave gift sugar	['man', 'gave', 'gift', 'sugar']	man gave girl sugar	['man', 'gave', 'girl', 'sugar']
man gave eggs book	['man', 'gave', 'eggs', 'book']	man gave girl book	['man', 'gave', 'girl', 'book']
man gave toast book	['man', 'gave', 'toast', 'book']	man gave girl book	['man', 'gave', 'girl', 'book']
man gave pizza book	['man', 'gave', 'pizza', 'book']	man gave girl book	['man', 'gave', 'girl', 'book']
man gave coffee book	['man', 'gave', 'coffee', 'book']	man gave girl book	['man', 'gave', 'girl', 'book']
man gave tea book	['man', 'gave', 'tea', 'book']	man gave girl book	['man', 'gave', 'girl', 'book']
man gave soup book	['man', 'gave', 'soup', 'book']	man gave girl book	['man', 'gave', 'girl', 'book']
man gave sugar book	['man', 'gave', 'sugar', 'book']	man gave girl book	['man', 'gave', 'girl', 'book']
man gave book book	['man', 'gave', 'book', 'book']	man gave girl book	['man', 'gave', 'girl', 'book']
man gave letter book	['man', 'gave', 'letter', 'book']	man gave girl book	['man', 'gave', 'girl', 'book']
man gave package book	['man', 'gave', 'package', 'book']	man gave girl book	['man', 'gave', 'girl', 'book']
man gave gift book	['man', 'gave', 'gift', 'book']	man gave girl book	['man', 'gave', 'girl', 'book']
man gave eggs letter	['man', 'gave', 'eggs', 'letter']	man gave girl letter	['man', 'gave', 'girl', 'letter']
man gave toast letter	['man', 'gave', 'toast', 'letter']	man gave girl letter	['man', 'gave', 'girl', 'letter']
man gave pizza letter	['man', 'gave', 'pizza', 'letter']	man gave girl letter	['man', 'gave', 'girl', 'letter']
man gave coffee letter	['man', 'gave', 'coffee', 'letter']	man gave girl letter	['man', 'gave', 'girl', 'letter']
man gave tea letter	['man', 'gave', 'tea', 'letter']	man gave girl letter	['man', 'gave', 'girl', 'letter']
man gave soup letter	['man', 'gave', 'soup', 'letter']	man gave girl letter	['man', 'gave', 'girl', 'letter']
man gave sugar letter	['man', 'gave', 'sugar', 'letter']	man gave girl letter	['man', 'gave', 'girl', 'letter']
man gave book letter	['man', 'gave', 'book', 'letter']	man gave girl letter	['man', 'gave', 'girl', 'letter']
man gave letter letter	['man', 'gave', 'letter', 'letter']	man gave girl letter	['man', 'gave', 'girl', 'letter']
man gave package letter	['man', 'gave', 'package', 'letter']	man gave girl letter	['man', 'gave', 'girl', 'letter']
man gave gift letter	['man', 'gave', 'gift', 'letter']	man gave girl letter	['man', 'gave', 'girl', 'letter']
man gave eggs package	['man', 'gave', 'eggs', 'package']	man gave girl package	['man', 'gave', 'girl', 'package']
man gave toast package	['man', 'gave', 'toast', 'package']	man gave girl package	['man', 'gave', 'girl', 'package']
man gave pizza package	['man', 'gave', 'pizza', 'package']	man gave girl package	['man', 'gave', 'girl', 'package']
man gave coffee package	['man', 'gave', 'coffee', 'package']	man gave girl package	['man', 'gave', 'girl', 'package']
man gave tea package	['man', 'gave', 'tea', 'package']	man gave girl package	['man', 'gave', 'girl', 'package']
man gave soup package	['man', 'gave', 'soup', 'package']	man gave girl package	['man', 'gave', 'girl', 'package']
man gave sugar package	['man', 'gave', 'sugar', 'package']	man gave girl package	['man', 'gave', 'girl', 'package']
man gave book package	['man', 'gave', 'book', 'package']	man gave girl package	['man', 'gave', 'girl', 'package']
man gave letter package	['man', 'gave', 'letter', 'package']	man gave girl package	['man', 'gave', 'girl', 'package']
man gave package package	['man', 'gave', 'package', 'package']	man gave girl package	['man', 'gave', 'girl', 'package']
man gave gift package	['man', 'gave', 'gift', 'package']	man gave girl package	['man', 'gave', 'girl', 'package']
man gave eggs gift	['man', 'gave', 'eggs', 'gift']	man gave girl gift	['man', 'gave', 'girl', 'gift']
man gave toast gift	['man', 'gave', 'toast', 'gift']	man gave girl gift	['man', 'gave', 'girl', 'gift']
man gave pizza gift	['man', 'gave', 'pizza', 'gift']	man gave girl gift	['man', 'gave', 'girl', 'gift']
man gave coffee gift	['man', 'gave', 'coffee', 'gift']	man gave girl gift	['man', 'gave', 'girl', 'gift']
man gave tea gift	['man', 'gave', 'tea', 'gift']	man gave girl gift	['man', 'gave', 'girl', 'gift']
man gave soup gift	['man', 'gave', 'soup', 'gift']	man gave girl gift	['man', 'gave', 'girl', 'gift']
man gave sugar gift	['man', 'gave', 'sugar', 'gift']	man gave girl gift	['man', 'gave', 'girl', 'gift']
man gave book gift	['man', 'gave', 'book', 'gift']	man gave girl gift	['man', 'gave', 'girl', 'gift']
man gave letter gift	['man', 'gave', 'letter', 'gift']	man gave girl gift	['man', 'gave', 'girl', 'gift']
man gave package gift	['man', 'gave', 'package', 'gift']	man gave girl gift	['man', 'gave', 'girl', 'gift']
man gave gift gift	['man', 'gave', 'gift', 'gift']	man gave girl gift	['man', 'gave', 'girl', 'gift']
woman gave eggs eggs	['woman', 'gave', 'eggs', 'eggs']	woman gave man eggs	['woman', 'gave', 'man', 'eggs']
woman gave toast eggs	['woman', 'gave', 'toast', 'eggs']	woman gave man eggs	['woman', 'gave', 'man', 'eggs']
woman gave pizza eggs	['woman', 'gave', 'pizza', 'eggs']	woman gave man eggs	['woman', 'gave', 'man', 'eggs']
woman gave coffee eggs	['woman', 'gave', 'coffee', 'eggs']	woman gave man eggs	['woman', 'gave', 'man', 'eggs']
woman gave tea eggs	['woman', 'gave', 'tea', 'eggs']	woman gave man eggs	['woman', 'gave', 'man', 'eggs']
woman gave soup eggs	['woman', 'gave', 'soup', 'eggs']	woman gave man eggs	['woman', 'gave', 'man', 'eggs']
woman gave sugar eggs	['woman', 'gave', 'sugar', 'eggs']	woman gave man eggs	['woman', 'gave', 'man', 'eggs']
woman gave book eggs	['woman', 'gave', 'book', 'eggs']	woman gave man eggs	['woman', 'gave', 'man', 'eggs']
woman gave letter eggs	['woman', 'gave', 'letter', 'eggs']	woman gave man eggs	['woman', 'gave', 'man', 'eggs']
woman gave package eggs	['woman', 'gave', 'package', 'eggs']	woman gave man eggs	['woman', 'gave', 'man', 'eggs']
woman gave gift eggs	['woman', 'gave', 'gift', 'eggs']	woman gave man eggs	['woman', 'gave', 'man', 'eggs']
woman gave eggs toast	['woman', 'gave', 'eggs', 'toast']	woman gave man toast	['woman', 'gave', 'man', 'toast']
woman gave toast toast	['woman', 'gave', 'toast', 'toast']	woman gave man toast	['woman', 'gave', 'man', 'toast']
woman gave pizza toast	['woman', 'gave', 'pizza', 'toast']	woman gave man toast	['woman', 'gave', 'man', 'toast']
woman gave coffee toast	['woman', 'gave', 'coffee', 'toast']	woman gave man toast	['woman', 'gave', 'man', 'toast']
woman gave tea toast	['woman', 'gave', 'tea', 'toast']	woman gave man toast	['woman', 'gave', 'man', 'toast']
woman gave soup toast	['woman', 'gave', 'soup', 'toast']	woman gave man toast	['woman', 'gave', 'man', 'toast']
woman gave sugar toast	['woman', 'gave', 'sugar', 'toast']	woman gave man toast	['woman', 'gave', 'man', 'toast']
woman gave book toast	['woman', 'gave', 'book', 'toast']	woman gave man toast	['woman', 'gave', 'man', 'toast']
woman gave letter toast	['woman', 'gave', 'letter', 'toast']	woman gave man toast	['woman', 'gave', 'man', 'toast']
woman gave package toast	['woman', 'gave', 'package', 'toast']	woman gave man toast	['woman', 'gave', 'man', 'toast']
woman gave gift toast	['woman', 'gave', 'gift', 'toast']	woman gave man toast	['woman', 'gave', 'man', 'toast']
woman gave eggs pizza	['woman', 'gave', 'eggs', 'pizza']	woman gave man pizza	['woman', 'gave', 'man', 'pizza']
woman gave toast pizza	['woman', 'gave', 'toast', 'pizza']	woman gave man pizza	['woman', 'gave', 'man', 'pizza']
woman gave pizza pizza	['woman', 'gave', 'pizza', 'pizza']	woman gave man pizza	['woman', 'gave', 'man', 'pizza']
woman gave coffee pizza	['woman', 'gave', 'coffee', 'pizza']	woman gave man pizza	['woman', 'gave', 'man', 'pizza']
woman gave tea pizza	['woman', 'gave', 'tea', 'pizza']	woman gave man pizza	['woman', 'gave', 'man', 'pizza']
woman gave soup pizza	['woman', 'gave', 'soup', 'pizza']	woman gave man pizza	['woman', 'gave', 'man', 'pizza']
woman gave sugar pizza	['woman', 'gave', 'sugar', 'pizza']	woman gave man pizza	['woman', 'gave', 'man', 'pizza']
woman gave book pizza	['woman', 'gave', 'book', 'pizza']	woman gave man pizza	['woman', 'gave', 'man', 'pizza']
woman gave letter pizza	['woman', 'gave', 'letter', 'pizza']	woman gave man pizza	['woman', 'gave', 'man', 'pizza']
woman gave package pizza	['woman', 'gave', 'package', 'pizza']	woman gave man pizza	['woman', 'gave', 'man', 'pizza']
woman gave gift pizza	['woman', 'gave', 'gift', 'pizza']	woman gave man pizza	['woman', 'gave', 'man', 'pizza']
woman gave eggs coffee	['woman', 'gave', 'eggs', 'coffee']	woman gave man coffee	['woman', 'gave', 'man', 'coffee']
woman gave toast coffee	['woman', 'gave', 'toast', 'coffee']	woman gave man coffee	['woman', 'gave', 'man', 'coffee']
woman gave pizza coffee	['woman', 'gave', 'pizza', 'coffee']	woman gave man coffee	['woman', 'gave', 'man', 'coffee']
woman gave coffee coffee	['woman', 'gave', 'coffee', 'coffee']	woman gave man coffee	['woman', 'gave', 'man', 'coffee']
woman gave tea coffee	['woman', 'gave', 'tea', 'coffee']	woman gave man coffee	['woman', 'gave', 'man', 'coffee']
woman gave soup coffee	['woman', 'gave', 'soup', 'coffee']	woman gave man coffee	['woman', 'gave', 'man', 'coffee']
woman gave sugar coffee	['woman', 'gave', 'sugar', 'coffee']	woman gave man coffee	['woman', 'gave', 'man', 'coffee']
woman gave book coffee	['woman', 'gave', 'book', 'coffee']	woman gave man coffee	['woman', 'gave', 'man', 'coffee']
woman gave letter coffee	['woman', 'gave', 'letter', 'coffee']	woman gave man coffee	['woman', 'gave', 'man', 'coffee']
woman gave package coffee	['woman', 'gave', 'package', 'coffee']	woman gave man coffee	['woman', 'gave', 'man', 'coffee']
woman gave gift coffee	['woman', 'gave', 'gift', 'coffee']	woman gave man coffee	['woman', 'gave', 'man', 'coffee']
woman gave eggs tea	['woman', 'gave', 'eggs', 'tea']	woman gave man tea	['woman', 'gave', 'man', 'tea']
woman gave toast tea	['woman', 'gave', 'toast', 'tea']	woman gave man tea	['woman', 'gave', 'man', 'tea']
woman gave pizza tea	['woman', 'gave', 'pizza', 'tea']	woman gave man tea	['woman', 'gave', 'man', 'tea']
woman gave coffee tea	['woman', 'gave', 'coffee', 'tea']	woman gave man tea	['woman', 'gave', 'man', 'tea']
woman gave tea tea	['woman', 'gave', 'tea', 'tea']	woman gave man tea	['woman', 'gave', 'man', 'tea']
woman gave soup tea	['woman', 'gave', 'soup', 'tea']	woman gave man tea	['woman', 'gave', 'man', 'tea']
woman gave sugar tea	['woman', 'gave', 'sugar', 'tea']	woman gave man tea	['woman', 'gave', 'man', 'tea']
woman gave book tea	['woman', 'gave', 'book', 'tea']	woman gave man tea	['woman', 'gave', 'man', 'tea']
woman gave letter tea	['woman', 'gave', 'letter', 'tea']	woman gave man tea	['woman', 'gave', 'man', 'tea']
woman gave package tea	['woman', 'gave', 'package', 'tea']	woman gave man tea	['woman', 'gave', 'man', 'tea']
woman gave gift tea	['woman', 'gave', 'gift', 'tea']	woman gave man tea	['woman', 'gave', 'man', 'tea']
woman gave eggs soup	['woman', 'gave', 'eggs', 'soup']	woman gave man soup	['woman', 'gave', 'man', 'soup']
woman gave toast soup	['woman', 'gave', 'toast', 'soup']	woman gave man soup	['woman', 'gave', 'man', 'soup']
woman gave pizza soup	['woman', 'gave', 'pizza', 'soup']	woman gave man soup	['woman', 'gave', 'man', 'soup']
woman gave coffee soup	['woman', 'gave', 'coffee', 'soup']	woman gave man soup	['woman', 'gave', 'man', 'soup']
woman gave tea soup	['woman', 'gave', 'tea', 'soup']	woman gave man soup	['woman', 'gave', 'man', 'soup']
woman gave soup soup	['woman', 'gave', 'soup', 'soup']	woman gave man soup	['woman', 'gave', 'man', 'soup']
woman gave sugar soup	['woman', 'gave', 'sugar', 'soup']	woman gave man soup	['woman', 'gave', 'man', 'soup']
woman gave book soup	['woman', 'gave', 'book', 'soup']	woman gave man soup	['woman', 'gave', 'man', 'soup']
woman gave letter soup	['woman', 'gave', 'letter', 'soup']	woman gave man soup	['woman', 'gave', 'man', 'soup']
woman gave package soup	['woman', 'gave', 'package', 'soup']	woman gave man soup	['woman', 'gave', 'man', 'soup']
woman gave gift soup	['woman', 'gave', 'gift', 'soup']	woman gave man soup	['woman', 'gave', 'man', 'soup']
woman gave eggs sugar	['woman', 'gave', 'eggs', 'sugar']	woman gave man sugar	['woman', 'gave', 'man', 'sugar']
woman gave toast sugar	['woman', 'gave', 'toast', 'sugar']	woman gave man sugar	['woman', 'gave', 'man', 'sugar']
woman gave pizza sugar	['woman', 'gave', 'pizza', 'sugar']	woman gave man sugar	['woman', 'gave', 'man', 'sugar']
woman gave coffee sugar	['woman', 'gave', 'coffee', 'sugar']	woman gave man sugar	['woman', 'gave', 'man', 'sugar']
woman gave tea sugar	['woman', 'gave', 'tea', 'sugar']	woman gave man sugar	['woman', 'gave', 'man', 'sugar']
woman gave soup sugar	['woman', 'gave', 'soup', 'sugar']	woman gave man sugar	['woman', 'gave', 'man', 'sugar']
woman gave sugar sugar	['woman', 'gave', 'sugar', 'sugar']	woman gave man sugar	['woman', 'gave', 'man', 'sugar']
woman gave book sugar	['woman', 'gave', 'book', 'sugar']	woman gave man sugar	['woman', 'gave', 'man', 'sugar']
woman gave letter sugar	['woman', 'gave', 'letter', 'sugar']	woman gave man sugar	['woman', 'gave', 'man', 'sugar']
woman gave package sugar	['woman', 'gave', 'package', 'sugar']	woman gave man sugar	['woman', 'gave', 'man', 'sugar']
woman gave gift sugar	['woman', 'gave', 'gift', 'sugar']	woman gave man sugar	['woman', 'gave', 'man', 'sugar']
woman gave eggs book	['woman', 'gave', 'eggs', 'book']	woman gave man book	['woman', 'gave', 'man', 'book']
woman gave toast book	['woman', 'gave', 'toast', 'book']	woman gave man book	['woman', 'gave', 'man', 'book']
woman gave pizza book	['woman', 'gave', 'pizza', 'book']	woman gave man book	['woman', 'gave', 'man', 'book']
woman gave coffee book	['woman', 'gave', 'coffee', 'book']	woman gave man book	['woman', 'gave', 'man', 'book']
woman gave tea book	['woman', 'gave', 'tea', 'book']	woman gave man book	['woman', 'gave', 'man', 'book']
woman gave soup book	['woman', 'gave', 'soup', 'book']	woman gave man book	['woman', 'gave', 'man', 'book']
woman gave sugar book	['woman', 'gave', 'sugar', 'book']	woman gave man book	['woman', 'gave', 'man', 'book']
woman gave book book	['woman', 'gave', 'book', 'book']	woman gave man book	['woman', 'gave', 'man', 'book']
woman gave letter book	['woman', 'gave', 'letter', 'book']	woman gave man book	['woman', 'gave', 'man', 'book']
woman gave package book	['woman', 'gave', 'package', 'book']	woman gave man book	['woman', 'gave', 'man', 'book']
woman gave gift book	['woman', 'gave', 'gift', 'book']	woman gave man book	['woman', 'gave', 'man', 'book']
woman gave eggs letter	['woman', 'gave', 'eggs', 'letter']	woman gave man letter	['woman', 'gave', 'man', 'letter']
woman gave toast letter	['woman', 'gave', 'toast', 'letter']	woman gave man letter	['woman', 'gave', 'man', 'letter']
woman gave pizza letter	['woman', 'gave', 'pizza', 'letter']	woman gave man letter	['woman', 'gave', 'man', 'letter']
woman gave coffee letter	['woman', 'gave', 'coffee', 'letter']	woman gave man letter	['woman', 'gave', 'man', 'letter']
woman gave tea letter	['woman', 'gave', 'tea', 'letter']	woman gave man letter	['woman', 'gave', 'man', 'letter']
woman gave soup letter	['woman', 'gave', 'soup', 'letter']	woman gave man letter	['woman', 'gave', 'man', 'letter']
woman gave sugar letter	['woman', 'gave', 'sugar', 'letter']	woman gave man letter	['woman', 'gave', 'man', 'letter']
woman gave book letter	['woman', 'gave', 'book', 'letter']	woman gave man letter	['woman', 'gave', 'man', 'letter']
woman gave letter letter	['woman', 'gave', 'letter', 'letter']	woman gave man letter	['woman', 'gave', 'man', 'letter']
woman gave package letter	['woman', 'gave', 'package', 'letter']	woman gave man letter	['woman', 'gave', 'man', 'letter']
woman gave gift letter	['woman', 'gave', 'gift', 'letter']	woman gave man letter	['woman', 'gave', 'man', 'letter']
woman gave eggs package	['woman', 'gave', 'eggs', 'package']	woman gave man package	['woman', 'gave', 'man', 'package']
woman gave toast package	['woman', 'gave', 'toast', 'package']	woman gave man package	['woman', 'gave', 'man', 'package']
woman gave pizza package	['woman', 'gave', 'pizza', 'package']	woman gave man package	['woman', 'gave', 'man', 'package']
woman gave coffee package	['woman', 'gave', 'coffee', 'package']	woman gave man package	['woman', 'gave', 'man', 'package']
woman gave tea package	['woman', 'gave', 'tea', 'package']	woman gave man package	['woman', 'gave', 'man', 'package']
woman gave soup package	['woman', 'gave', 'soup', 'package']	woman gave man package	['woman', 'gave', 'man', 'package']
woman gave sugar package	['woman', 'gave', 'sugar', 'package']	woman gave man package	['woman', 'gave', 'man', 'package']
woman gave book package	['woman', 'gave', 'book', 'package']	woman gave man package	['woman', 'gave', 'man', 'package']
woman gave letter package	['woman', 'gave', 'letter', 'package']	woman gave man package	['woman', 'gave', 'man', 'package']
woman gave package package	['woman', 'gave', 'package', 'package']	woman gave man package	['woman', 'gave', 'man', 'package']
woman gave gift package	['woman', 'gave', 'gift', 'package']	woman gave man package	['woman', 'gave', 'man', 'package']
woman gave eggs gift	['woman', 'gave', 'eggs', 'gift']	woman gave man gift	['woman', 'gave', 'man', 'gift']
woman gave toast gift	['woman', 'gave', 'toast', 'gift']	woman gave man gift	['woman', 'gave', 'man', 'gift']
woman gave pizza gift	['woman', 'gave', 'pizza', 'gift']	woman gave man gift	['woman', 'gave', 'man', 'gift']
woman gave coffee gift	['woman', 'gave', 'coffee', 'gift']	woman gave man gift	['woman', 'gave', 'man', 'gift']
woman gave tea gift	['woman', 'gave', 'tea', 'gift']	woman gave man gift	['woman', 'gave', 'man', 'gift']
woman gave soup gift	['woman', 'gave', 'soup', 'gift']	woman gave man gift	['woman', 'gave', 'man', 'gift']
woman gave sugar gift	['woman', 'gave', 'sugar', 'gift']	woman gave man gift	['woman', 'gave', 'man', 'gift']
woman gave book gift	['woman', 'gave', 'book', 'gift']	woman gave man gift	['woman', 'gave', 'man', 'gift']
woman gave letter gift	['woman', 'gave', 'letter', 'gift']	woman gave man gift	['woman', 'gave', 'man', 'gift']
woman gave package gift	['woman', 'gave', 'package', 'gift']	woman gave man gift	['woman', 'gave', 'man', 'gift']
woman gave gift gift	['woman', 'gave', 'gift', 'gift']	woman gave man gift	['woman', 'gave', 'man', 'gift']
woman gave eggs eggs	['woman', 'gave', 'eggs', 'eggs']	woman gave woman eggs	['woman', 'gave', 'woman', 'eggs']
